@RELATION student_dataset

@ATTRIBUTE study_hours NUMERIC
@ATTRIBUTE attendance NUMERIC
@ATTRIBUTE passed NUMERIC

@DATA
3.0,84.0,0.0
4.2,92.0,1.0
2.5,52.0,0.0
9.0,68.0,1.0
4.4,86.0,1.0
7.0,83.0,1.0
6.1,82.0,1.0
6.9,92.0,1.0
2.4,62.0,0.0
3.0,63.0,0.0
6.0,63.0,1.0
3.6,58.0,0.0
4.2,85.0,1.0
2.6,91.0,0.0
4.0,55.0,0.0
6.8,94.0,1.0
5.4,54.0,1.0
7.3,90.0,1.0
1.9,73.0,0.0
6.6,82.0,1.0
1.6,59.0,0.0
9.9,77.0,1.0
0.3,88.0,0.0
0.8,57.0,0.0
1.1,85.0,0.0
0.7,90.0,0.0
3.6,71.0,0.0
1.5,64.0,0.0
0.1,74.0,0.0
3.8,56.0,0.0
1.8,96.0,0.0
5.9,81.0,1.0
5.3,94.0,1.0
8.7,85.0,1.0
6.1,53.0,0.0
3.2,98.0,1.0
1.8,97.0,1.0
5.5,75.0,1.0
5.9,66.0,0.0
6.9,95.0,1.0
6.6,59.0,1.0
5.7,67.0,0.0
9.2,90.0,1.0
7.1,65.0,1.0
4.2,79.0,0.0
4.4,72.0,1.0
5.0,67.0,1.0
5.2,95.0,1.0
3.1,55.0,0.0
4.1,70.0,0.0
6.3,54.0,1.0
9.4,60.0,1.0
0.6,97.0,0.0
5.5,81.0,1.0
9.6,77.0,1.0
9.3,58.0,1.0
5.0,93.0,1.0
7.0,75.0,1.0
6.2,97.0,1.0
7.1,94.0,1.0
7.5,65.0,1.0
6.8,52.0,1.0
4.5,60.0,1.0
9.0,61.0,1.0
3.7,58.0,0.0
3.5,53.0,0.0
5.0,60.0,1.0
9.7,71.0,1.0
8.3,99.0,1.0
2.9,80.0,0.0
2.6,50.0,0.0
5.7,63.0,1.0
9.3,91.0,1.0
8.3,52.0,1.0
8.9,81.0,1.0
3.6,89.0,1.0
3.3,72.0,0.0
0.1,96.0,0.0
4.0,50.0,0.0
4.3,62.0,0.0
5.3,59.0,1.0
1.2,81.0,0.0
1.6,92.0,0.0
2.3,75.0,0.0
3.0,77.0,0.0
5.4,67.0,0.0
9.9,92.0,1.0
1.6,72.0,0.0
0.1,95.0,0.0
1.1,68.0,0.0
1.3,76.0,0.0
9.0,60.0,1.0
9.5,92.0,1.0
1.2,81.0,0.0
5.0,93.0,1.0
3.2,98.0,1.0
5.0,97.0,1.0
1.3,56.0,0.0
1.3,72.0,0.0
0.1,93.0,0.0
0.5,71.0,0.0
9.8,97.0,1.0
4.3,68.0,0.0
4.9,98.0,1.0
2.5,59.0,0.0
1.9,67.0,0.0
8.6,94.0,1.0
6.7,77.0,1.0
4.7,100.0,1.0
7.0,82.0,1.0
1.8,87.0,1.0
6.3,64.0,1.0
1.3,52.0,0.0
9.9,59.0,1.0
0.2,62.0,0.0
8.6,74.0,1.0
5.2,94.0,1.0
9.8,64.0,1.0
4.3,53.0,0.0
4.3,53.0,0.0
1.1,73.0,0.0
9.4,95.0,1.0
2.5,53.0,0.0
0.4,53.0,0.0
2.1,80.0,0.0
9.1,56.0,1.0
1.8,81.0,0.0
3.3,57.0,0.0
6.7,93.0,1.0
7.7,58.0,1.0
3.6,73.0,1.0
5.3,73.0,1.0
6.5,63.0,1.0
3.8,56.0,0.0
6.3,88.0,1.0
0.4,91.0,0.0
1.9,78.0,0.0
0.7,84.0,0.0
3.4,96.0,1.0
9.9,62.0,1.0
7.2,52.0,1.0
1.9,85.0,0.0
8.9,98.0,1.0
9.8,73.0,1.0
6.3,57.0,1.0
0.7,76.0,0.0
9.3,82.0,1.0
1.7,67.0,0.0
2.9,86.0,0.0
7.9,94.0,1.0
7.4,75.0,1.0
6.8,82.0,1.0
1.7,98.0,1.0
3.8,99.0,1.0
4.0,67.0,0.0
1.8,60.0,0.0
2.2,94.0,0.0
8.8,100.0,1.0
4.6,95.0,1.0
2.6,64.0,0.0
7.1,85.0,1.0
1.7,52.0,0.0
2.4,52.0,0.0
1.5,67.0,0.0
2.7,100.0,0.0
6.4,65.0,1.0
5.3,50.0,1.0
3.5,88.0,1.0
3.2,95.0,1.0
2.6,58.0,0.0
9.0,68.0,1.0
9.9,90.0,1.0
8.2,64.0,1.0
1.8,51.0,0.0
6.6,99.0,1.0
1.1,97.0,0.0
9.5,66.0,1.0
6.3,85.0,1.0
8.2,64.0,1.0
2.7,87.0,1.0
8.1,98.0,1.0
1.6,64.0,0.0
3.7,80.0,0.0
5.0,79.0,1.0
8.2,61.0,1.0
5.7,96.0,1.0
6.5,51.0,1.0
1.6,61.0,0.0
6.9,62.0,1.0
1.4,77.0,0.0
4.6,91.0,1.0
1.0,83.0,0.0
7.3,50.0,1.0
1.0,74.0,0.0
1.1,50.0,0.0
9.3,58.0,1.0
7.7,67.0,1.0
9.4,88.0,1.0
7.9,50.0,1.0
5.4,71.0,0.0
2.0,80.0,1.0
8.9,60.0,1.0
3.3,59.0,0.0
0.6,94.0,0.0
6.3,57.0,0.0
8.2,56.0,1.0
3.0,82.0,1.0
1.4,64.0,0.0
2.3,74.0,0.0
3.5,68.0,0.0
9.2,93.0,1.0
6.9,95.0,1.0
4.9,57.0,0.0
1.0,68.0,0.0
0.8,71.0,0.0
3.6,55.0,0.0
6.0,61.0,1.0
5.3,88.0,1.0
6.8,59.0,1.0
6.2,68.0,1.0
8.8,67.0,1.0
6.6,66.0,1.0
7.9,59.0,1.0
1.5,59.0,0.0
4.5,100.0,1.0
8.1,57.0,1.0
4.3,96.0,1.0
1.4,70.0,0.0
1.8,74.0,0.0
3.2,77.0,1.0
6.9,76.0,1.0
7.9,71.0,1.0
8.0,91.0,1.0
3.8,85.0,1.0
5.4,81.0,1.0
5.4,64.0,1.0
0.8,95.0,0.0
5.3,99.0,1.0
7.0,65.0,1.0
0.0,51.0,0.0
5.6,58.0,0.0
0.6,72.0,0.0
8.5,99.0,1.0
2.9,59.0,0.0
9.7,76.0,1.0
2.1,64.0,0.0
7.5,57.0,1.0
3.8,51.0,0.0
3.7,94.0,1.0
6.6,54.0,1.0
8.4,60.0,1.0
1.5,59.0,0.0
2.5,50.0,0.0
8.3,76.0,1.0
7.7,80.0,1.0
7.5,94.0,1.0
4.7,96.0,1.0
4.4,91.0,1.0
2.9,59.0,0.0
8.8,52.0,1.0
7.5,82.0,1.0
0.1,77.0,0.0
5.5,66.0,1.0
5.0,95.0,1.0
4.2,60.0,0.0
9.7,83.0,1.0
9.8,58.0,1.0
4.0,53.0,0.0
3.9,97.0,1.0
6.1,54.0,1.0
4.8,91.0,1.0
4.1,74.0,0.0
0.5,73.0,0.0
4.2,67.0,0.0
1.0,73.0,0.0
7.8,71.0,1.0
2.4,60.0,0.0
1.1,63.0,0.0
0.1,69.0,0.0
5.5,90.0,1.0
2.4,55.0,0.0
5.6,86.0,1.0
0.5,70.0,0.0
9.4,50.0,1.0
7.5,75.0,1.0
1.9,98.0,1.0
7.3,58.0,1.0
3.3,97.0,1.0
1.0,99.0,0.0
0.2,100.0,0.0
4.8,52.0,0.0
1.6,93.0,1.0
0.8,90.0,0.0
9.5,64.0,1.0
8.1,91.0,1.0
7.7,60.0,1.0
5.2,96.0,1.0
6.5,99.0,1.0
4.5,58.0,0.0
2.9,89.0,1.0
0.4,95.0,0.0
2.4,89.0,1.0
0.7,59.0,0.0
6.3,81.0,1.0
8.0,59.0,1.0
5.5,100.0,1.0
5.0,79.0,1.0
1.7,68.0,0.0
0.7,86.0,0.0
3.5,54.0,0.0
7.1,79.0,1.0
9.9,66.0,1.0
6.5,58.0,1.0
9.7,81.0,1.0
3.6,68.0,0.0
4.1,89.0,1.0
4.4,82.0,1.0
9.5,73.0,1.0
6.8,82.0,1.0
2.6,93.0,0.0
6.2,91.0,1.0
7.4,65.0,1.0
0.1,56.0,0.0
3.8,86.0,1.0
8.5,64.0,1.0
8.7,92.0,1.0
3.5,79.0,1.0
5.4,79.0,1.0
0.9,96.0,0.0
9.2,75.0,1.0
2.0,71.0,0.0
3.2,88.0,1.0
2.1,97.0,1.0
1.1,79.0,0.0
5.5,80.0,1.0
6.4,70.0,1.0
0.3,88.0,0.0
0.6,73.0,0.0
9.8,63.0,1.0
2.1,51.0,0.0
2.7,90.0,0.0
0.8,54.0,0.0
4.1,69.0,1.0
8.7,83.0,1.0
6.7,66.0,1.0
8.3,55.0,1.0
3.4,98.0,1.0
1.6,72.0,0.0
4.8,84.0,1.0
9.7,77.0,1.0
9.1,86.0,1.0
8.2,85.0,1.0
2.0,96.0,1.0
6.2,70.0,1.0
0.1,79.0,0.0
5.0,70.0,0.0
7.9,93.0,1.0
2.6,96.0,0.0
9.9,58.0,1.0
4.5,87.0,1.0
0.4,97.0,0.0
4.2,84.0,1.0
6.0,63.0,1.0
2.1,62.0,0.0
9.6,73.0,1.0
0.2,69.0,0.0
8.2,57.0,1.0
6.5,79.0,1.0
4.1,72.0,1.0
4.3,98.0,1.0
1.1,61.0,0.0
4.3,61.0,1.0
5.9,84.0,1.0
3.8,92.0,1.0
6.3,94.0,1.0
9.4,56.0,1.0
8.1,56.0,1.0
6.5,89.0,1.0
1.0,97.0,1.0
9.3,56.0,1.0
4.4,87.0,1.0
6.7,76.0,1.0
2.2,79.0,0.0
3.8,62.0,0.0
9.5,72.0,1.0
4.1,91.0,1.0
0.1,73.0,0.0
5.1,67.0,1.0
3.1,100.0,1.0
6.7,50.0,1.0
0.3,51.0,0.0
7.9,83.0,1.0
3.2,60.0,0.0
9.9,65.0,1.0
9.7,62.0,1.0
6.4,53.0,1.0
4.3,90.0,1.0
9.8,61.0,1.0
9.0,83.0,1.0
4.4,56.0,0.0
5.0,90.0,1.0
7.8,98.0,1.0
9.2,85.0,1.0
9.5,63.0,1.0
0.9,77.0,0.0
6.3,87.0,1.0
0.3,95.0,0.0
9.2,55.0,1.0
3.8,97.0,1.0
9.8,90.0,1.0
7.8,61.0,1.0
6.5,64.0,1.0
1.9,65.0,0.0
7.7,92.0,1.0
2.7,59.0,0.0
0.2,87.0,0.0
1.1,88.0,0.0
1.1,68.0,0.0
8.9,55.0,1.0
4.9,73.0,1.0
3.9,81.0,0.0
4.1,81.0,1.0
0.8,93.0,0.0
3.8,70.0,1.0
9.1,60.0,1.0
3.0,61.0,0.0
6.3,52.0,0.0
9.8,72.0,1.0
9.9,88.0,1.0
0.1,83.0,0.0
9.3,62.0,1.0
0.3,51.0,0.0
5.1,59.0,0.0
8.7,57.0,1.0
0.3,58.0,0.0
0.8,94.0,0.0
2.7,80.0,0.0
9.5,72.0,1.0
6.5,79.0,1.0
4.4,75.0,0.0
2.5,62.0,0.0
9.6,56.0,1.0
7.9,87.0,1.0
1.7,63.0,0.0
4.3,78.0,1.0
6.0,67.0,1.0
6.2,88.0,1.0
4.3,86.0,1.0
3.7,90.0,0.0
4.5,52.0,0.0
2.5,76.0,0.0
6.0,91.0,1.0
3.5,51.0,0.0
1.8,70.0,0.0
7.9,72.0,1.0
0.7,92.0,0.0
3.7,99.0,1.0
1.2,70.0,0.0
7.2,63.0,1.0
5.7,70.0,1.0
5.6,74.0,1.0
6.0,83.0,1.0
1.0,67.0,0.0
9.5,92.0,1.0
5.7,91.0,1.0
6.8,77.0,1.0
8.1,62.0,1.0
0.5,81.0,0.0
0.5,67.0,0.0
1.2,78.0,0.0
6.0,87.0,1.0
2.4,51.0,0.0
0.2,100.0,0.0
9.9,79.0,1.0
1.3,75.0,0.0
9.0,83.0,1.0
3.4,51.0,0.0
4.7,76.0,1.0
2.7,98.0,1.0
4.0,85.0,1.0
4.9,53.0,0.0
3.0,79.0,1.0
8.5,57.0,1.0
9.4,56.0,1.0
2.2,50.0,0.0
1.1,70.0,0.0
2.3,55.0,0.0
7.2,73.0,1.0
9.9,94.0,1.0
2.6,100.0,0.0
1.1,69.0,0.0
2.6,94.0,1.0
7.9,74.0,1.0
7.0,58.0,1.0
4.6,58.0,0.0
8.6,98.0,1.0
8.9,76.0,1.0
4.5,57.0,1.0
5.3,86.0,1.0
6.6,67.0,1.0
7.7,80.0,1.0
0.9,99.0,0.0
7.1,72.0,1.0
8.4,65.0,1.0
7.4,63.0,1.0
0.8,81.0,0.0
2.1,92.0,0.0
4.7,74.0,1.0
4.9,71.0,1.0
8.1,98.0,1.0
5.1,70.0,1.0
7.1,91.0,1.0
8.5,56.0,1.0
2.2,73.0,0.0
9.8,89.0,1.0
2.0,75.0,0.0
0.7,77.0,0.0
6.9,86.0,1.0
1.0,79.0,0.0
7.5,65.0,1.0
8.9,61.0,1.0
0.3,92.0,0.0
4.5,66.0,0.0
9.3,55.0,1.0
4.3,59.0,0.0
5.0,82.0,1.0
0.5,67.0,0.0
1.0,91.0,0.0
7.3,77.0,1.0
2.9,75.0,0.0
5.9,83.0,1.0
4.9,77.0,1.0
6.8,91.0,1.0
9.6,64.0,1.0
0.5,52.0,0.0
2.7,54.0,0.0
1.0,64.0,0.0
7.0,75.0,1.0
3.9,64.0,0.0
5.0,60.0,0.0
3.5,68.0,1.0
2.9,50.0,0.0
1.9,94.0,1.0
4.8,69.0,1.0
1.7,93.0,0.0
1.7,71.0,0.0
1.4,50.0,0.0
4.3,51.0,0.0
9.7,54.0,1.0
6.8,50.0,1.0
3.5,80.0,1.0
0.0,65.0,0.0
1.1,51.0,0.0
6.8,68.0,1.0
5.3,60.0,0.0
7.8,56.0,1.0
8.0,71.0,1.0
4.9,72.0,1.0
2.6,81.0,0.0
3.6,50.0,0.0
3.0,71.0,0.0
7.7,88.0,1.0
1.1,93.0,0.0
7.3,51.0,1.0
9.8,64.0,1.0
3.6,51.0,0.0
5.8,94.0,1.0
3.6,97.0,1.0
1.9,74.0,0.0
1.1,67.0,0.0
6.8,78.0,1.0
1.7,93.0,0.0
8.9,75.0,1.0
4.2,67.0,0.0
1.9,87.0,1.0
7.0,89.0,1.0
4.3,79.0,1.0
9.7,100.0,1.0
2.9,50.0,0.0
9.3,59.0,1.0
6.8,83.0,1.0
6.2,92.0,1.0
3.0,68.0,0.0
8.0,50.0,1.0
0.4,68.0,0.0
1.2,81.0,0.0
0.1,72.0,0.0
0.5,58.0,0.0
8.8,100.0,1.0
6.7,99.0,1.0
1.6,55.0,0.0
1.4,96.0,0.0
4.3,55.0,0.0
2.2,80.0,0.0
2.5,93.0,1.0
3.9,75.0,0.0
8.9,69.0,1.0
3.1,86.0,1.0
6.8,70.0,1.0
1.4,99.0,0.0
2.5,76.0,1.0
2.0,69.0,0.0
3.0,90.0,1.0
5.5,74.0,1.0
1.0,83.0,0.0
6.9,82.0,1.0
4.7,77.0,1.0
4.2,76.0,1.0
0.3,85.0,0.0
9.6,76.0,1.0
7.6,89.0,1.0
7.9,87.0,1.0
3.7,89.0,1.0
9.0,68.0,1.0
7.6,75.0,1.0
4.0,50.0,0.0
8.1,83.0,1.0
8.4,55.0,1.0
2.7,91.0,0.0
3.3,56.0,0.0
5.7,94.0,1.0
8.6,57.0,1.0
6.7,97.0,1.0
7.0,83.0,1.0
5.6,81.0,1.0
2.2,93.0,1.0
8.5,69.0,1.0
3.1,50.0,0.0
6.2,62.0,1.0
0.7,59.0,0.0
8.8,83.0,1.0
2.5,56.0,0.0
0.2,82.0,0.0
3.9,57.0,0.0
4.0,61.0,0.0
8.4,84.0,1.0
8.2,93.0,1.0
8.6,89.0,1.0
4.3,90.0,1.0
1.8,97.0,0.0
1.7,97.0,1.0
2.0,80.0,0.0
2.9,56.0,0.0
4.9,92.0,1.0
3.9,94.0,1.0
4.6,77.0,1.0
0.3,79.0,0.0
5.6,50.0,1.0
3.0,91.0,1.0
8.9,89.0,1.0
0.4,72.0,0.0
4.7,96.0,1.0
2.8,60.0,0.0
5.0,82.0,1.0
3.5,95.0,1.0
3.9,54.0,0.0
6.6,72.0,1.0
7.2,71.0,1.0
7.2,100.0,1.0
2.8,98.0,1.0
9.2,54.0,1.0
4.8,80.0,1.0
6.6,86.0,1.0
7.8,83.0,1.0
1.3,70.0,0.0
9.6,72.0,1.0
6.2,75.0,1.0
0.4,96.0,0.0
2.3,92.0,0.0
5.0,93.0,1.0
3.2,64.0,0.0
1.1,61.0,0.0
7.6,76.0,1.0
0.6,66.0,0.0
0.4,97.0,0.0
4.4,73.0,1.0
6.3,51.0,0.0
3.2,94.0,1.0
3.8,90.0,1.0
5.6,62.0,1.0
4.9,93.0,1.0
2.3,97.0,0.0
4.3,83.0,1.0
0.9,51.0,0.0
9.6,56.0,1.0
0.3,58.0,0.0
3.6,76.0,1.0
5.5,54.0,1.0
1.9,96.0,1.0
5.3,62.0,0.0
5.7,80.0,1.0
3.5,89.0,1.0
8.5,54.0,1.0
4.3,74.0,0.0
5.7,58.0,1.0
3.0,57.0,0.0
2.3,88.0,1.0
3.3,64.0,0.0
9.2,66.0,1.0
7.0,54.0,1.0
9.7,54.0,1.0
5.8,83.0,1.0
5.0,75.0,1.0
0.6,94.0,0.0
5.8,66.0,1.0
0.3,71.0,0.0
2.6,71.0,0.0
1.4,85.0,0.0
9.2,92.0,1.0
2.4,54.0,0.0
9.0,94.0,1.0
3.5,54.0,0.0
6.0,89.0,1.0
8.9,80.0,1.0
2.7,52.0,0.0
0.4,82.0,0.0
6.5,77.0,1.0
3.0,64.0,0.0
9.3,51.0,1.0
5.3,74.0,0.0
5.5,53.0,1.0
7.7,94.0,1.0
4.3,77.0,1.0
1.4,78.0,0.0
9.0,73.0,1.0
1.9,77.0,0.0
2.4,55.0,0.0
0.1,76.0,0.0
5.7,50.0,0.0
8.1,54.0,1.0
1.3,61.0,0.0
0.4,72.0,0.0
6.6,65.0,1.0
1.3,75.0,0.0
6.6,92.0,1.0
0.8,84.0,0.0
4.9,97.0,1.0
9.0,64.0,1.0
7.1,73.0,1.0
2.9,91.0,0.0
5.3,67.0,1.0
7.0,82.0,1.0
0.5,76.0,0.0
4.9,55.0,0.0
9.1,83.0,1.0
3.0,85.0,0.0
1.2,96.0,0.0
0.4,65.0,0.0
6.5,79.0,1.0
0.2,52.0,0.0
2.8,74.0,0.0
8.3,55.0,1.0
2.8,89.0,1.0
5.0,74.0,1.0
4.4,64.0,0.0
3.8,92.0,1.0
5.3,92.0,1.0
0.3,98.0,0.0
9.4,88.0,1.0
9.2,66.0,1.0
2.2,51.0,0.0
7.3,89.0,1.0
8.7,100.0,1.0
8.1,85.0,1.0
9.5,93.0,1.0
8.6,84.0,1.0
4.2,96.0,1.0
7.7,66.0,1.0
9.6,79.0,1.0
1.3,50.0,0.0
8.0,67.0,1.0
10.0,99.0,1.0
3.0,86.0,1.0
0.4,67.0,0.0
2.7,66.0,0.0
8.1,88.0,1.0
1.2,86.0,0.0
8.4,61.0,1.0
4.6,78.0,0.0
4.7,72.0,1.0
6.4,85.0,1.0
4.1,87.0,1.0
2.8,89.0,1.0
3.1,54.0,0.0
1.8,99.0,0.0
2.6,81.0,0.0
2.3,61.0,0.0
8.7,91.0,1.0
2.3,91.0,0.0
1.8,82.0,0.0
5.8,52.0,1.0
7.2,53.0,1.0
9.8,51.0,1.0
5.4,52.0,1.0
2.3,56.0,0.0
5.1,57.0,1.0
0.8,63.0,0.0
5.7,93.0,1.0
0.7,77.0,0.0
1.4,70.0,0.0
7.9,71.0,1.0
9.0,73.0,1.0
9.4,68.0,1.0
0.3,73.0,0.0
2.9,59.0,0.0
0.3,88.0,0.0
8.1,82.0,1.0
7.8,95.0,1.0
9.4,74.0,1.0
0.3,96.0,0.0
3.8,91.0,1.0
9.6,64.0,1.0
5.0,86.0,1.0
5.5,76.0,1.0
7.3,83.0,1.0
6.1,92.0,1.0
5.2,70.0,1.0
2.0,86.0,0.0
9.1,71.0,1.0
8.0,73.0,1.0
4.6,97.0,1.0
6.9,78.0,1.0
3.6,72.0,1.0
5.1,73.0,1.0
4.8,64.0,1.0
7.9,64.0,1.0
8.3,58.0,1.0
2.4,76.0,1.0
6.7,88.0,1.0
8.0,71.0,1.0
1.2,76.0,0.0
5.1,59.0,1.0
4.9,99.0,1.0
9.0,79.0,1.0
1.7,76.0,0.0
7.7,95.0,1.0
7.4,58.0,1.0
8.3,51.0,1.0
9.9,58.0,1.0
8.7,74.0,1.0
3.5,75.0,1.0
2.4,68.0,0.0
3.4,71.0,1.0
6.1,56.0,0.0
0.7,72.0,0.0
9.1,90.0,1.0
7.4,77.0,1.0
7.6,94.0,1.0
7.3,96.0,1.0
9.2,82.0,1.0
1.5,50.0,0.0
5.9,93.0,1.0
4.5,70.0,1.0
1.8,96.0,1.0
2.8,99.0,0.0
2.3,81.0,0.0
0.5,83.0,0.0
5.8,77.0,1.0
3.2,70.0,0.0
9.5,52.0,1.0
4.3,67.0,1.0
8.8,70.0,1.0
3.5,60.0,0.0
2.9,81.0,1.0
2.2,60.0,0.0
9.4,66.0,1.0
7.5,64.0,1.0
1.4,63.0,0.0
8.4,98.0,1.0
0.3,52.0,0.0
5.4,62.0,0.0
4.9,51.0,0.0
2.0,86.0,0.0
7.3,83.0,1.0
8.3,68.0,1.0
7.2,57.0,1.0
8.9,81.0,1.0
0.9,58.0,0.0
7.3,57.0,1.0
8.0,97.0,1.0
7.3,70.0,1.0
5.1,67.0,1.0
6.3,82.0,1.0
7.1,70.0,1.0
4.3,95.0,1.0
3.2,85.0,1.0
0.4,90.0,0.0
0.1,58.0,0.0
3.8,64.0,0.0
2.7,59.0,0.0
8.1,96.0,1.0
2.8,62.0,0.0
8.8,83.0,1.0
0.0,54.0,0.0
5.6,63.0,1.0
0.4,94.0,0.0
6.1,90.0,1.0
2.3,72.0,0.0
5.3,61.0,1.0
8.4,68.0,1.0
4.9,90.0,1.0
6.0,84.0,1.0
3.0,64.0,0.0
9.6,98.0,1.0
4.2,78.0,1.0
2.5,77.0,0.0
1.8,70.0,0.0
3.5,75.0,0.0
7.7,80.0,1.0
6.0,93.0,1.0
0.3,67.0,0.0
2.2,100.0,1.0
0.6,99.0,0.0
2.6,70.0,0.0
3.9,78.0,1.0
4.0,53.0,0.0
4.9,64.0,1.0
6.4,52.0,1.0
4.5,64.0,1.0
8.8,84.0,1.0
7.8,57.0,1.0
6.1,58.0,1.0
5.4,96.0,1.0
8.0,55.0,1.0
9.1,99.0,1.0
0.6,53.0,0.0
2.1,84.0,0.0
9.9,84.0,1.0
8.6,64.0,1.0
8.0,73.0,1.0
4.1,85.0,1.0
9.4,52.0,1.0
7.6,83.0,1.0
5.0,100.0,1.0
0.4,68.0,0.0
0.2,90.0,0.0
0.3,97.0,0.0
8.1,74.0,1.0
4.0,97.0,1.0
8.6,54.0,1.0
5.0,95.0,1.0
0.2,97.0,0.0
6.0,59.0,0.0
7.4,100.0,1.0
1.9,88.0,0.0
7.8,77.0,1.0
7.4,69.0,1.0
4.6,56.0,0.0
9.7,86.0,1.0
3.8,77.0,0.0
2.2,76.0,0.0
2.8,68.0,0.0
5.1,74.0,0.0
9.9,96.0,1.0
9.5,98.0,1.0
7.1,78.0,1.0
5.8,51.0,1.0
7.7,78.0,1.0
4.8,56.0,1.0
3.1,59.0,0.0
9.8,56.0,1.0
1.7,81.0,0.0
2.5,59.0,0.0
6.2,80.0,1.0
7.2,86.0,1.0
0.6,81.0,0.0
4.1,97.0,1.0
8.3,52.0,1.0
6.9,88.0,1.0
8.7,67.0,1.0
7.6,100.0,1.0
5.5,70.0,1.0
2.4,79.0,0.0
5.1,97.0,1.0
9.2,77.0,1.0
3.8,98.0,1.0
1.6,97.0,0.0
1.7,78.0,0.0
0.4,77.0,0.0
1.7,83.0,0.0
1.4,85.0,0.0
4.0,68.0,0.0
4.4,68.0,0.0
5.2,89.0,1.0
5.6,60.0,0.0
2.9,93.0,0.0
8.0,95.0,1.0
5.2,66.0,1.0
4.6,71.0,0.0
1.6,95.0,1.0
0.1,76.0,0.0
1.5,54.0,0.0
3.1,62.0,0.0
6.9,84.0,1.0
3.3,53.0,0.0
4.7,60.0,0.0
3.5,85.0,1.0
3.4,50.0,0.0
2.7,77.0,1.0
7.3,73.0,1.0
7.7,66.0,1.0
5.4,92.0,1.0
0.8,59.0,0.0
7.3,67.0,1.0
2.6,56.0,0.0
8.0,87.0,1.0
7.7,71.0,1.0
7.7,87.0,1.0
2.8,97.0,1.0
6.7,80.0,1.0
1.7,100.0,0.0
9.9,55.0,1.0
1.5,60.0,0.0
8.7,70.0,1.0
9.0,53.0,1.0
5.1,78.0,1.0
6.6,70.0,1.0
5.0,57.0,0.0
5.6,74.0,1.0
7.1,72.0,1.0
8.4,70.0,1.0
0.8,88.0,0.0
9.6,90.0,1.0
7.1,77.0,1.0
4.4,94.0,1.0
6.9,85.0,1.0
6.5,61.0,0.0
8.7,79.0,1.0
7.3,63.0,1.0
5.6,62.0,1.0
3.7,97.0,1.0
2.0,73.0,0.0
1.9,87.0,0.0
3.3,73.0,0.0
5.0,50.0,1.0
2.7,91.0,0.0
6.4,75.0,1.0
10.0,95.0,1.0
2.7,53.0,0.0
8.2,95.0,1.0
10.0,90.0,1.0
4.9,80.0,1.0
7.5,56.0,1.0
3.7,89.0,1.0
7.1,61.0,1.0
0.8,57.0,0.0
4.4,95.0,1.0
3.1,84.0,0.0
9.8,62.0,1.0
6.1,51.0,1.0
8.4,70.0,1.0
9.1,87.0,1.0
5.2,92.0,1.0
4.2,92.0,1.0
0.6,98.0,0.0
1.5,67.0,0.0
1.7,52.0,0.0
6.1,94.0,1.0
4.1,90.0,0.0
3.1,85.0,1.0
1.2,79.0,0.0
8.4,55.0,1.0
9.3,55.0,1.0
9.2,61.0,1.0
1.9,87.0,1.0
9.7,99.0,1.0
7.9,63.0,1.0
3.7,55.0,0.0
3.1,93.0,1.0
9.4,62.0,1.0
3.1,74.0,0.0
1.8,58.0,0.0
3.2,64.0,0.0
2.7,62.0,0.0
9.8,66.0,1.0
2.6,81.0,0.0
5.8,72.0,1.0
5.2,90.0,1.0
0.4,87.0,0.0
1.6,86.0,0.0
9.9,77.0,1.0
6.5,93.0,1.0
2.1,94.0,1.0
5.5,97.0,1.0
0.9,99.0,0.0
2.6,79.0,0.0
0.3,57.0,0.0
6.6,61.0,1.0
1.4,87.0,0.0
3.7,74.0,1.0
9.0,70.0,1.0
6.3,50.0,0.0
4.2,71.0,1.0
6.5,56.0,1.0
9.1,69.0,1.0
4.7,61.0,0.0
4.4,89.0,1.0
5.9,94.0,1.0
7.3,80.0,1.0
2.5,73.0,1.0
3.4,93.0,1.0
3.0,64.0,0.0
1.1,77.0,0.0
9.5,75.0,1.0
0.3,82.0,0.0
9.2,88.0,1.0
2.0,86.0,0.0
1.3,71.0,0.0
9.7,69.0,1.0
8.0,79.0,1.0
1.7,50.0,0.0
2.0,61.0,0.0
3.1,61.0,0.0
8.6,77.0,1.0
7.2,59.0,1.0
8.5,73.0,1.0
4.8,72.0,0.0
4.7,93.0,1.0
7.0,80.0,1.0
8.3,95.0,1.0
7.6,56.0,1.0
1.3,98.0,0.0
4.0,70.0,0.0
8.2,96.0,1.0
6.0,84.0,1.0
3.5,92.0,1.0
0.3,88.0,0.0
7.7,73.0,1.0
3.4,50.0,0.0
6.0,75.0,1.0
6.5,58.0,1.0
1.9,63.0,0.0
4.4,71.0,1.0
6.5,77.0,1.0
2.8,74.0,0.0
0.3,76.0,0.0
1.6,93.0,1.0
8.3,79.0,1.0
3.5,96.0,1.0
6.6,75.0,1.0
1.6,58.0,0.0
5.1,93.0,1.0
0.1,91.0,0.0
4.2,53.0,0.0
4.2,97.0,1.0
1.2,78.0,0.0
3.7,80.0,1.0
8.4,73.0,1.0
7.9,77.0,1.0
7.6,93.0,1.0
1.5,71.0,0.0
2.6,82.0,1.0
7.3,79.0,1.0
0.5,68.0,0.0
1.2,81.0,0.0
3.7,88.0,1.0
2.5,71.0,0.0
7.7,51.0,1.0
2.7,68.0,0.0
4.2,78.0,1.0
